"","","Game","Watch time (mins)","Stream time (mins)","Peak viewers","Peak channels","Streamers","Average viewers","Average channels","Average viewer ratio",""
"1","","Just Chatting","15179119020","191317620","1049241","8716","429682","351857","4434","79.34",""
"2","","Grand Theft Auto V","10236138720","128043240","611384","5957","165667","237277","2968","79.94",""
"3","","League of Legends","8855658900","183225780","710542","6455","220621","205277","4247","48.33",""
"4","","Call of Duty: Warzone","5073768960","183673140","494393","8269","179068","117611","4257","27.62",""
"5","","VALORANT","4834886400","193050180","254947","7695","277299","112074","4474","25.04",""
"6","","Minecraft","4341941760","170506920","514710","7623","362028","100647","3952","25.46",""
"7","","Fortnite","4248155940","304193760","348817","15915","492980","98473","7051","13.97",""
"8","","Dota 2","3738975600","39187980","377500","1544","31893","86670","908","95.41",""
"9","","Counter-Strike: Global Offensive","3319974240","69725760","370513","3012","116511","76958","1616","47.61",""
"10","","World of Warcraft","3168988560","79432800","434559","8423","64312","73458","1841","39.9",""
"11","","Apex Legends","2864094480","204705420","242410","8477","257377","66390","4745","13.99",""
"12","","Special Events","1853366100","7372560","2469985","8962","22820","42961","170","251.39",""
"13","","Dead by Daylight","1623763680","89488800","146188","5154","118689","37639","2074","18.14",""
"14","","Slots","1618838340","7142280","226886","267","6293","37525","165","226.66",""
"15","","Music","1358666280","54735360","157424","2307","50826","31494","1268","24.82",""
"16","","FIFA 21","1139138460","32828580","155627","2243","65953","26405","760","34.7",""
"17","","Escape from Tarkov","1066017660","38025900","292604","6148","34369","24710","881","28.03",""
"18","","Sports","1042608600","5960340","191482","516","12400","24168","138","174.92",""
"19","","Hearthstone","976610280","8633580","58027","411","10873","22638","200","113.12",""
"20","","Rocket League","943975320","57417120","187400","2651","159895","21881","1330","16.44",""
"21","","PUBG: BATTLEGROUNDS","847599660","31549500","114182","1173","31325","19647","731","26.87",""
"22","","Tom Clancy's Rainbow Six Siege","815075520","47186400","76794","2305","94803","18893","1093","17.27",""
"23","","Overwatch","739856040","41311020","74431","1672","71864","17150","957","17.91",""
"24","","Teamfight Tactics","722388960","12717960","78001","530","24550","16745","294","56.8",""
"25","","ASMR","647734080","7190400","84334","236","6034","15014","166","90.08",""
"26","","Genshin Impact","641334720","34827360","53994","2468","58266","14866","807","18.41",""
"27","","Art","638019660","36207780","50812","1317","60678","14789","839","17.62",""
"28","","Sea of Thieves","563106120","36189540","204698","5144","64653","13052","838","15.56",""
"29","","Garena Free Fire","500889960","17548500","99424","872","24741","11610","406","28.54",""
"30","","Call Of Duty: Modern Warfare","477798720","206250960","63985","9059","260049","11075","4780","2.32",""
"31","","Talk Shows & Podcasts","475282080","10586100","161517","556","15677","11017","245","44.9",""
"32","","Pools, Hot Tubs, and Beaches","465805020","5546040","100000","243","9933","10797","128","83.99",""
"33","","Pokémon FireRed/LeafGreen","463077840","1880040","254833","128","4451","10734","43","246.31",""
