"","","Game","Watch time (mins)","Stream time (mins)","Peak viewers","Peak channels","Streamers","Average viewers","Average channels","Average viewer ratio",""
"1","","Just Chatting","14403064800","192298800","783604","6318","425721","323083","4313","74.9",""
"2","","Grand Theft Auto V","8552358000","140647620","477197","6237","196492","191842","3154","60.81",""
"3","","League of Legends","8061810840","177665640","534048","6029","215610","180839","3985","45.38",""
"4","","VALORANT","4852811340","197345340","305034","6850","287260","108856","4426","24.59",""
"5","","Call of Duty: Warzone","4307504520","179194740","348510","7945","180991","96624","4019","24.04",""
"6","","Fortnite","4159684980","300136860","341415","11371","488332","93308","6732","13.86",""
"7","","Counter-Strike: Global Offensive","3519531600","66447180","742076","2513","112617","78948","1490","52.97",""
"8","","Minecraft","3217461180","169142940","903936","6323","353450","72172","3794","19.02",""
"9","","World of Warcraft","2850679380","73340340","315079","5801","60203","63945","1645","38.87",""
"10","","Apex Legends","2839129380","202251300","216652","7107","263707","63686","4536","14.04",""
"11","","Dota 2","2552374680","40622700","403938","1515","33330","57253","911","62.83",""
"12","","Escape from Tarkov","2539333560","75110700","200429","4929","51881","56961","1684","33.81",""
"13","","New World","2113798200","41706960","739702","9636","54125","47415","935","50.68",""
"14","","Dead by Daylight","1807733520","103263720","83893","4309","137795","40550","2316","17.51",""
"15","","Rust","1777426680","22502760","406902","1110","31052","39870","504","78.99",""
"16","","Slots","1763010540","7342200","102387","261","6294","39547","164","240.12",""
"17","","Final Fantasy XIV Online","1557849300","33566940","222086","1872","38306","34945","752","46.41",""
"18","","Music","1272314280","53459340","164271","1871","49773","28540","1199","23.8",""
"19","","Hearthstone","1112867460","8761680","70432","351","11032","24963","196","127.02",""
"20","","Sports","1056441900","5548980","795722","740","10996","23697","124","190.38",""
"21","","Genshin Impact","1007057940","50759460","505546","5476","76132","22589","1138","19.84",""
"22","","Pokémon Unite","985686600","17269500","227954","2607","36529","22110","387","57.08",""
"23","","Tom Clancy's Rainbow Six Siege","904015980","43608060","76075","1564","91421","20278","978","20.73",""
"24","","PUBG: BATTLEGROUNDS","877060320","34352940","194238","1126","36808","19673","770","25.53",""
"25","","FIFA 21","871471320","32751300","97414","1782","64768","19548","734","26.61",""
"26","","ASMR","732142920","8027880","41996","240","6286","16423","180","91.2",""
"27","","Path of Exile","731791680","9777600","187199","2797","8966","16415","219","74.84",""
"28","","DayZ","671143860","10783560","297130","484","13496","15054","241","62.24",""
"29","","Overwatch","657144180","42195360","50977","1776","73442","14740","946","15.57",""
"30","","Art","620535240","36102060","34929","1249","61280","13919","809","17.19",""
"31","","Lost Ark","587029080","10581720","84246","731","6317","13167","237","55.48",""
"32","","Rocket League","568888020","55404300","57235","2173","155609","12761","1242","10.27",""
"33","","Teamfight Tactics","527863500","11135760","61063","540","22340","11840","249","47.4",""
"34","","StarCraft","517784160","1895760","111670","102","2352","11614","42","273.13",""
"35","","Call Of Duty: Modern Warfare","478515120","205065180","29585","8937","275172","10733","4599","2.33",""
"36","","Garena Free Fire","472721580","18311880","83533","844","25717","10603","410","25.82",""
"37","","Chess","460103100","3736620","58700","174","6872","10320","83","123.13",""
"38","","Call of Duty: Black Ops Cold War","433744260","60635880","107726","3791","110101","9729","1360","7.15",""
"39","","Sea of Thieves","427271700","30158220","48912","1657","54840","9584","676","14.17",""
"40","","Destiny 2","395632380","31869300","93945","2180","40601","8874","714","12.41",""
"41","","Clash Royale","387978000","4314840","74533","364","12619","8702","96","89.92",""
"42","","Pools, Hot Tubs, and Beaches","352518180","4633440","51547","150","6607","7907","103","76.08",""
"43","","Talk Shows & Podcasts","350918940","10087380","145186","551","14103","7871","226","34.79",""
"44","","Black Desert","318969960","10421580","22203","358","8920","7155","233","30.61",""
