"","","Game","Watch time (mins)","Stream time (mins)","Peak viewers","Peak channels","Streamers","Average viewers","Average channels","Average viewer ratio",""
"1","","Just Chatting","17156891760","211343220","983678","7469","462447","384856","4740","81.18",""
"2","","Grand Theft Auto V","15205167360","150601080","1154832","7011","197818","341075","3378","100.96",""
"3","","League of Legends","10440760320","210968220","1261107","7731","251261","234202","4732","49.49",""
"4","","VALORANT","6014672760","198470160","1010321","8056","288329","134918","4452","30.31",""
"5","","Call of Duty: Warzone","5764184520","208949760","408701","9178","204332","129299","4687","27.59",""
"6","","Fortnite","5511530040","299676600","480519","14457","484887","123632","6722","18.39",""
"7","","Minecraft","4599692100","169747920","973241","7760","357562","103178","3807","27.1",""
"8","","Counter-Strike: Global Offensive","4540226940","82838760","559407","3620","140856","101844","1858","54.81",""
"9","","Apex Legends","4083198600","273949200","373927","15613","339210","91592","6145","14.9",""
"10","","Resident Evil Village","3024961200","95136600","658445","15117","146083","67854","2134","31.8",""
"11","","Dota 2","2925741660","41544780","270249","1595","33157","65629","931","70.42",""
"12","","FIFA 21","2172354420","49957200","220870","3270","88591","48729","1120","43.48",""
"13","","Slots","2114069340","7837320","204468","270","6438","47421","175","269.74",""
"14","","World of Warcraft","2059176480","67446960","144989","4476","60848","46190","1512","30.53",""
"15","","Tom Clancy's Rainbow Six Siege","1609460340","53184780","272726","2355","104693","36102","1193","30.26",""
"16","","Music","1596057120","61755120","116916","2674","57320","35802","1385","25.84",""
"17","","Dead by Daylight","1494987960","78702120","257714","3645","100877","33534","1765","19",""
"18","","Hearthstone","1336895460","10875000","89731","570","13566","29988","243","122.93",""
"19","","Teamfight Tactics","1240434300","21375000","98500","1016","39787","27824","479","58.03",""
"20","","Rocket League","1188647100","73317420","212616","3412","197580","26663","1644","16.21",""
"21","","Rust","1017601560","21449100","170451","1259","29675","22826","481","47.44",""
"22","","Sports","963943320","5841540","1566220","531","11467","21622","131","165.02",""
"23","","Escape from Tarkov","960925440","38891160","117515","1447","31607","21555","872","24.71",""
"24","","Genshin Impact","766718940","34546860","148678","2107","56504","17198","774","22.19",""
