"","","Game","Watch time (mins)","Stream time (mins)","Peak viewers","Peak channels","Streamers","Average viewers","Average channels","Average viewer ratio",""
"82","","Lineage II: The Chaotic Throne - The 1st Throne: The Kamael","679679700","23145360","24857","253","9854","1293","44","29.37",""
"83","","Always On","679452120","3086760","25501","17","117","1292","5","220.12",""
"84","","Food & Drink","671276760","9943980","34264","70","28287","1277","18","67.51",""
"85","","Science & Technology","667840560","49849140","15470","221","38918","1270","94","13.4",""
"86","","The Sims 4","628045560","34907760","31058","260","67621","1195","66","17.99",""
"87","","Summoners War: Sky Arena","625929240","12800280","70725","64","5230","1191","24","48.9",""
"88","","7 Days to Die","623685180","43939440","28001","307","40412","1186","83","14.19",""
"89","","Star Citizen","621133320","20583300","44758","199","14947","1181","39","30.18",""
"90","","PUBG Mobile","620830380","72190860","37821","380","93157","1181","137","8.6",""
"91","","Lost Ark","601511280","25332480","21370","643","15241","1144","48","23.74",""
"92","","Borderlands 2","600143100","41776200","164765","834","92954","1141","79","14.37",""
"93","","Madden NFL 20","597649140","47896740","119051","879","54426","1137","91","12.48",""
"94","","Days Gone","593328000","27540660","132741","1857","45223","1128","52","21.54",""
"95","","The Elder Scrolls V: Skyrim","589960200","45189900","128073","184","76142","1122","85","13.06",""
"96","","Super Smash Bros. Melee","581273400","7915380","163773","55","9173","1106","15","73.44",""
"97","","The Legend of Zelda: Ocarina of Time","575146800","20115180","158726","176","13183","1094","38","28.59",""
"98","","MORDHAU","567939180","18671820","87400","544","44172","1080","35","30.42",""
"99","","Total War: Three Kingdoms","566561040","7212180","62063","514","8639","1078","13","78.56",""
"100","","Jump King","565418400","1760940","72015","78","7399","1075","3","321.09",""
