"","","Game","Watch time (mins)","Stream time (mins)","Peak viewers","Peak channels","Streamers","Average viewers","Average channels","Average viewer ratio",""
"1","","Just Chatting","14426741400","192177960","1166392","13314","444507","358339","4773","75.07",""
"2","","League of Legends","9013264560","219945000","723964","9706","268439","223876","5463","40.98",""
"3","","Grand Theft Auto V","8262283320","120363480","507058","6030","175699","205223","2989","68.64",""
"4","","Fortnite","6459943200","391437360","558553","18972","644071","160455","9722","16.5",""
"5","","Minecraft","4944918600","211475820","705038","9887","450593","122824","5252","23.38",""
"6","","Call of Duty: Warzone","4405184880","193726320","305835","9016","202041","109418","4811","22.74",""
"7","","VALORANT","4213732260","176721360","299848","7386","266828","104662","4389","23.84",""
"8","","Counter-Strike: Global Offensive","4054708860","90421740","622132","4462","161814","100713","2245","44.84",""
"9","","Apex Legends","3105427860","243574080","211967","13228","303619","77134","6050","12.75",""
"10","","Rust","2660133780","35943600","346469","3094","47558","66073","892","74.01",""
"11","","Dota 2","2334472380","36849000","223609","1725","29522","57984","915","63.35",""
"12","","FIFA 21","2250139200","58471440","271429","4445","115245","55890","1452","38.48",""
"13","","Escape from Tarkov","2203541940","68221380","123010","2727","51456","54732","1694","32.3",""
"14","","Valheim","2144143920","90601260","188897","5331","118705","53257","2250","23.67",""
"15","","World of Warcraft","1764207780","84442260","143476","6206","74435","43820","2097","20.89",""
"16","","Tom Clancy's Rainbow Six Siege","1518770220","66954540","191031","3183","135002","37724","1663","22.68",""
"17","","Music","1398270840","52764240","161030","2709","54368","34731","1310","26.5",""
"18","","Chess","1324179720","6287340","370111","306","16604","32890","156","210.61",""
"19","","PUBG: BATTLEGROUNDS","1202600940","37893600","175929","1538","40534","29870","941","31.74",""
"20","","Rocket League","1181585220","70205580","232740","3652","254500","29348","1743","16.83",""
"21","","Among Us","1172052120","23113560","329808","1884","83756","29112","574","50.71",""
"22","","Hearthstone","1135787880","10185540","75758","421","13555","28211","252","111.51",""
"23","","Dead by Daylight","1087743000","63659820","62584","2663","87275","27017","1581","17.09",""
"24","","Slots","1021195320","6248400","72877","265","4712","25365","155","163.43",""
"25","","Teamfight Tactics","844428180","16559880","79704","675","31885","20974","411","50.99",""
"26","","Path of Exile","799929600","17077980","57443","746","11971","19869","424","46.84",""
"27","","Overwatch","758310300","50630340","72719","2362","89223","18835","1257","14.98",""
"28","","Genshin Impact","685430160","36347340","78710","3481","59903","17025","902","18.86",""
"29","","Call of Duty: Black Ops Cold War","679540380","75856620","140677","4849","140065","16878","1884","8.96",""
"30","","Call Of Duty: Modern Warfare","655083900","285694920","48998","13853","363852","16271","7096","2.29",""
"31","","Garena Free Fire","633618300","17135400","518728","850","25814","15738","425","36.98",""
"32","","Ark: Survival Evolved","590846580","21199800","405649","1075","31582","14675","526","27.87",""
"33","","Art","573836340","36417780","67416","1383","60735","14253","904","15.76",""
"34","","Destiny 2","472786380","40148460","49042","3560","48714","11743","997","11.78",""
"35","","Little Nightmares II","453457320","12102360","127073","1893","35743","11263","300","37.47",""
"36","","Talk Shows & Podcasts","415414560","9984840","125510","628","17053","10318","248","41.6",""
"37","","ASMR","383153340","5186700","74030","186","4493","9516","128","73.87",""
"38","","Sea of Thieves","382277340","26520720","62220","1515","46006","9495","658","14.41",""
"39","","SMITE","368912400","15795240","33189","817","20975","9163","392","23.36",""
"40","","Poker","360289860","6494940","84465","383","5130","8949","161","55.47",""
"41","","Gartic Phone","332589360","3447360","235915","613","21452","8261","85","96.48",""
"42","","World of Tanks","327408180","10657380","32151","622","10654","8132","264","30.72",""
"43","","Sports","317577420","3777300","255583","261","7716","7888","93","84.08",""
"44","","Magic: The Gathering","301774920","6142920","20683","322","8356","7495","152","49.13",""
"45","","NBA 2K21","301111320","34181880","55725","1880","56514","7479","849","8.81",""
"46","","StarCraft II","295391280","3486000","88147","146","4428","7337","86","84.74",""
"47","","Mario Kart 8","290751360","3705600","169478","297","11845","7221","92","78.46",""
"48","","Phasmophobia","273094920","23358720","127078","1496","75014","6783","580","11.69",""
"49","","Eternal Return","271484160","7338540","58813","396","9285","6743","182","36.99",""
"50","","Pokémon Trading Card Game","261538440","3149460","211376","286","7218","6496","78","83.04",""
"51","","Old School RuneScape","260689080","7264860","15262","300","7458","6475","180","35.88",""
"52","","Special Events","255057840","2419260","938729","4239","10557","6335","60","105.43",""
"53","","Pokémon Sword/Shield","237701640","9352800","62679","948","13454","5904","232","25.42",""
"54","","Black Desert","224338380","8521260","23772","415","7750","5572","211","26.33",""
"55","","Lost Ark","217093320","2999220","42269","318","2333","5392","74","72.38",""
"56","","Tibia","214775460","9174600","15326","448","5845","5334","227","23.41",""
