"","","Game","Watch time (mins)","Stream time (mins)","Peak viewers","Peak channels","Streamers","Average viewers","Average channels","Average viewer ratio",""
"57","","Retro","234813000","10235220","13980","384","11446","5443","237","22.94",""
"58","","Black Desert","233999040","9848400","41534","376","8136","5424","228","23.76",""
"59","","Gartic Phone","233856960","5105220","94654","449","32600","5420","118","45.81",""
"60","","Pokémon Sword/Shield","233130900","8887620","37644","372","12341","5404","206","26.23",""
"61","","Dungeons & Dragons","226792620","5848620","87999","499","9407","5257","135","38.78",""
"62","","Valheim","223543140","20208780","34871","1136","31305","5181","468","11.06",""
"63","","Phasmophobia","223363860","20904900","112857","1233","68338","5177","484","10.68",""
"64","","NieR Replicant ver.1.22474487139...","221946720","9036300","66477","2265","13516","5144","209","24.56",""
"65","","Dark Souls III","219747540","10763160","68373","461","19765","5093","249","20.42",""
"66","","Age of Empires II","217108320","3373800","52743","171","4924","5032","78","64.35",""
"67","","Science & Technology","216059760","12342000","145422","453","10183","5008","286","17.51",""
"68","","VRChat","215920200","6229920","35519","406","11202","5005","144","34.66",""
"69","","Tibia","206065920","10601640","12158","466","6386","4776","245","19.44",""
"70","","The Isle","197785320","1862040","102619","126","3000","4584","43","106.22",""
"71","","StarCraft II","197784180","3657240","16518","139","4671","4584","84","54.08",""
"72","","Food & Drink","194145600","2701200","112651","135","8232","4500","62","71.87",""
"73","","Mario Kart 8","184519620","3133380","104987","272","9756","4277","72","58.89",""
"74","","Final Fantasy XIV Online","182316660","20250120","31619","1742","22985","4226","469","9",""
"75","","MLB The Show 21","178359000","8115780","41387","2014","15078","4134","188","21.98",""
"76","","Returnal","175763280","1306200","175156","1470","4446","4074","30","134.56",""
"77","","Roblox","175429380","21998760","216873","1015","61361","4066","509","7.97",""
"78","","Heroes of Might and Magic III: The Restoration of Erathia","173424000","1261920","18101","71","771","4020","29","137.43",""
"79","","Clash Royale","168837000","2283960","57555","103","5036","3913","52","73.92",""
"80","","Animal Crossing: New Horizons","166251420","6693900","34440","294","13040","3853","155","24.84",""
"81","","Special Events","165529620","1815600","130845","483","4348","3837","42","91.17",""
"82","","Super Smash Bros. Ultimate","165358800","8242800","58258","463","14923","3833","191","20.06",""
"83","","GeoGuessr","154541460","3018180","69455","172","11322","3582","69","51.2",""
"84","","World of Warships","152935140","4033080","18124","205","4484","3545","93","37.92",""
"85","","Eternal Return","151730160","4914720","32611","262","6563","3517","113","30.87",""
"86","","StarCraft","147667920","967800","71390","60","1166","3422","22","152.58",""
"87","","Games + Demos","144406500","16686840","35475","2618","46876","3347","386","8.65",""
"88","","osu!","143893020","14467140","23672","587","41605","3335","335","9.95",""
"89","","Euro Truck Simulator 2","142122120","9663960","59652","839","17581","3294","224","14.71",""
"90","","First Class Trouble","141440160","1023960","91772","107","3197","3278","23","138.13",""
"91","","Street Fighter V","139863600","3719760","44370","192","5938","3242","86","37.6",""
"92","","Resident Evil 7: Biohazard","137734260","7156620","39747","466","20391","3192","165","19.25",""
"93","","ALTF4","135380160","964080","78367","75","5819","3138","22","140.42",""
"94","","The Legend of Zelda: Breath of the Wild","133410900","4772220","42233","197","7756","3092","110","27.96",""
"95","","Super Mario Maker 2","132670260","2172720","24047","100","3117","3075","50","61.06",""
"96","","The Elder Scrolls Online","127881720","7278900","24196","326","9116","2964","168","17.57",""
"97","","Home Sweet Home: Survive","123687600","2663640","35582","172","5170","2867","61","46.44",""
"98","","Brawlhalla","123623640","6643080","54327","298","23526","2865","153","18.61",""
"99","","Marbles On Stream","123287580","3853500","55262","196","13391","2857","89","31.99",""
"100","","Tabletop RPGs","119890500","1532160","86317","135","2534","2779","35","78.25",""
