"","","Game","Watch time (mins)","Stream time (mins)","Peak viewers","Peak channels","Streamers","Average viewers","Average channels","Average viewer ratio",""
"1","","Just Chatting","14976633300","195318300","739948","6555","428053","335949","4381","76.68",""
"2","","Grand Theft Auto V","8673529380","136255500","504734","5599","179725","194561","3056","63.66",""
"3","","League of Legends","8287964100","177862740","954507","5628","215239","185912","3989","46.6",""
"4","","Apex Legends","5571842820","282544320","411397","13378","349077","124985","6337","19.72",""
"5","","Fortnite","4672285680","285875040","1061444","66110","473438","104806","6412","16.34",""
"6","","VALORANT","4651530840","185104140","301322","6463","272547","104341","4152","25.13",""
"7","","Minecraft","4556708700","159582600","905543","6027","333391","102214","3579","28.55",""
"8","","Call of Duty: Warzone","3642876780","155851500","748730","13930","160938","81715","3495","23.37",""
"9","","Counter-Strike: Global Offensive","2989345860","65964540","392335","2538","114949","67055","1479","45.32",""
"10","","Dota 2","2562995460","43871460","221649","1705","35607","57492","984","58.42",""
"11","","Slots","1838806380","6929700","118353","244","5900","41247","155","265.35",""
"12","","Dead by Daylight","1823417640","98155440","171942","3610","130295","40902","2201","18.58",""
"13","","Hearthstone","1403532480","10357380","137976","758","12654","31483","232","135.51",""
"14","","Music","1336960560","53152260","149829","1832","49396","29990","1192","25.15",""
"15","","Final Fantasy XIV Online","1200047100","38594460","121446","1854","40896","26918","865","31.09",""
"16","","World of Warcraft","1184817480","58886040","59009","3948","48563","26577","1320","20.12",""
"17","","Escape from Tarkov","1182747480","47560140","56735","1674","35478","26530","1066","24.87",""
"18","","Lost Ark","1156220940","13504440","93305","800","8020","25935","302","85.62",""
"19","","Genshin Impact","1033786620","47890320","627344","2382","76684","23189","1074","21.59",""
"20","","Sports","1015888560","5217300","514973","399","9439","22787","117","194.72",""
"21","","Back 4 Blood","878233980","23401320","434157","5360","85806","19700","524","37.53",""
"22","","ASMR","854095860","8089500","40013","255","6294","19158","181","105.58",""
"23","","Art","794707140","36506220","100089","1223","60053","17826","818","21.77",""
"24","","Tom Clancy's Rainbow Six Siege","728894160","40544460","132475","1562","82532","16350","909","17.98",""
"25","","Path of Exile","724658520","12434520","72059","537","8446","16255","278","58.28",""
"26","","PUBG: BATTLEGROUNDS","712913520","34204080","69106","1134","35792","15991","767","20.84",""
"27","","Teamfight Tactics","662213880","11106240","37855","408","21199","14854","249","59.63",""
"28","","FIFA 21","651762660","29660340","68660","1587","56917","14620","665","21.97",""
"29","","Fall Guys","631001520","13556580","236858","589","52382","14154","304","46.55",""
"30","","Rocket League","619263240","54861420","90265","2668","149188","13891","1230","11.29",""
"31","","Garena Free Fire","565126920","18012300","165660","866","24365","12676","404","31.37",""
"32","","Special Events","556096500","2559780","1022085","2209","7200","12474","57","217.24",""
"33","","Overwatch","538866180","34429200","43807","1228","59940","12087","772","15.65",""
"34","","Twelve Minutes","505930260","5008860","361988","1251","18721","11348","112","101.01",""
"35","","Rust","491908140","18868080","48474","1268","25073","11034","423","26.07",""
"36","","Destiny 2","474351660","36247800","287418","4131","47529","10640","813","13.09",""
"37","","Chess","473953680","3716520","193330","161","6994","10631","83","127.53",""
