"","","Game","Watch time (mins)","Stream time (mins)","Peak viewers","Peak channels","Streamers","Average viewers","Average channels","Average viewer ratio",""
"1","","Just Chatting","181246299420","2321834400","2787896","13314","2094087","344876","4417","78.06",""
"2","","Grand Theft Auto V","112499341380","1527914100","1154832","7043","1133175","214064","2907","73.63",""
"3","","League of Legends","104139666300","2278501800","3087270","11606","1098600","198157","4335","45.71",""
"4","","Fortnite","57990846840","3766368540","1270408","88824","2768910","110345","7166","15.4",""
"5","","VALORANT","57049331580","2217489180","1047665","8565","1330209","108553","4219","25.73",""
"6","","Minecraft","51800940000","1968850260","973241","9892","2140535","98567","3746","26.31",""
"7","","Call of Duty: Warzone","51088882320","2081422560","1654695","22657","861053","97212","3960","24.55",""
"8","","Counter-Strike: Global Offensive","46050444000","890860440","1933313","4598","751423","87625","1695","51.69",""
"9","","Apex Legends","41389060020","2646501300","411397","15613","1435470","78755","5035","15.64",""
"10","","Dota 2","34709057880","495739560","1690706","1949","170880","66044","943","70.01",""
"11","","Escape from Tarkov","24225109140","633498060","475913","6148","201253","46095","1205","38.24",""
"12","","Rust","22094518260","286266120","1373791","3249","234341","42041","544","77.18",""
"13","","World of Warcraft","21855501000","825541800","434559","8423","258300","41586","1570","26.47",""
"14","","Dead by Daylight","17653259400","1017703860","257714","5154","568420","33590","1936","17.35",""
"15","","Slots","17028993540","77216700","226886","281","32527","32402","146","220.54",""
"16","","Music","16584363300","656408460","263843","2908","243876","31556","1249","25.27",""
"17","","Hearthstone","15021104040","121323060","137976","1009","78561","28582","230","123.81",""
"18","","FIFA 21","14891387280","410850180","837094","7733","441221","28335","781","36.25",""
"19","","Teamfight Tactics","12171784320","197870700","139836","1713","189796","23160","376","61.51",""
"20","","Rocket League","12007187880","718982100","262428","3996","1120263","22847","1368","16.7",""
"21","","Tom Clancy's Rainbow Six Siege","11689379820","602009460","272726","3639","637046","22242","1145","19.42",""
"22","","New World","11375263680","306957660","983406","16345","200949","21644","584","37.06",""
"23","","Genshin Impact","9673457520","505464600","627344","5476","391419","18406","961","19.14",""
"24","","FIFA 22","9619760220","175457580","515344","5044","208742","18304","333","54.83",""
"25","","Sports","9423615420","61707900","1566220","740","72040","17931","117","152.71",""
"26","","PUBG: BATTLEGROUNDS","9302530560","400305120","194238","1538","195878","17700","761","23.24",""
"27","","Chess","8375943600","54412560","370111","342","69712","15937","103","153.93",""
"28","","Among Us","8308535220","169945800","697975","4332","455837","15809","323","48.89",""
"29","","Special Events","8278569060","34229100","2469985","8962","66623","15752","65","241.86",""
"30","","Path of Exile","8095866660","147622740","320831","4123","60522","15404","280","54.84",""
"31","","Overwatch","7880930940","490875000","111132","2362","387396","14995","934","16.05",""
"32","","ASMR","7618229820","90214800","84334","279","45140","14496","171","84.45",""
"33","","Art","7349192640","432524040","100089","1503","284354","13984","823","16.99",""
